cfg,id,providers_jsd,providers_decision,Delta_norm,Delta_decision,n_frag
partial_DP1,Q0131,0.32251415256024707,alert,18.634202549742668,alert,2
partial_DP1,Q0139,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0062,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0068,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0169,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0159,0.010773974710291945,ok,3.2749223973765775,ok,5
partial_DP1,Q0122,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0069,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0129,,no_data,15.8747199372533,alert,0
partial_DP1,Q0112,0.010773974710291945,ok,15619999999.999998,alert,5
partial_DP1,Q0158,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0143,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0123,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0077,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0093,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0149,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0140,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0108,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0170,,no_data,15.8747199372533,alert,0
partial_DP1,Q0157,0.14350549492538694,alert,11.070386847969727,alert,3
partial_DP1,Q0148,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0154,0.1302096370388875,alert,15619999999.999998,alert,4
partial_DP1,Q0091,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0153,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP1,Q0175,0.010773974710291945,ok,3.2749223973765775,ok,5
partial_DP1,Q0156,,no_data,15.8747199372533,alert,0
partial_DP1,Q0145,0.010773974710291945,ok,3.2749223973765775,ok,5
partial_DP1,Q0070,0.1302096370388875,alert,9.318606062108069,alert,4
partial_DP2,Q0142,0.13729441859646566,alert,7.701405250186287,alert,4
partial_DP2,Q0075,0.13729441859646566,alert,7.701405250186287,alert,4
partial_DP2,Q0064,0.13729441859646566,alert,15660000000.0,alert,2
partial_DP2,Q0155,0.13729441859646566,alert,7.701405250186287,alert,4
partial_DP2,Q0096,0.013238872075627291,ok,2.6670314858571063,ok,5
partial_DP2,Q0092,0.013238872075627291,ok,2.6670314858571063,ok,5
partial_DP2,Q0089,0.013238872075627291,ok,2.6670314858571063,ok,5
partial_DP2,Q0078,0.013238872075627291,ok,2.6670314858571063,ok,5
partial_DP2,Q0177,0.013238872075627291,ok,2.6670314858571063,ok,5
partial_DP2,Q0074,0.13729441859646566,alert,9.36272452855047,alert,2
partial_DP2,Q0147,0.14886175312958855,alert,9.146257649503333,alert,3
partial_DP2,Q0172,0.013238872075627291,ok,2.6670314858571063,ok,5
partial_DP2,Q0130,0.13729441859646566,alert,7.701405250186287,alert,4
partial_DP2,Q0072,0.13729441859646566,alert,7.701405250186287,alert,4
partial_DP2,Q0136,0.32154289716587525,alert,20.933868271735932,alert,1
partial_DP2,Q0115,,no_data,15.8747199372533,alert,0
partial_DP2,Q0065,0.13729441859646566,alert,7.701405250186287,alert,4
partial_DP2,Q0178,0.13729441859646566,alert,8.83505866444768,alert,2
partial_DP2,Q0167,0.14857828645710308,alert,10.52826940345075,alert,3
partial_DP2,Q0088,0.13729441859646566,alert,7.701405250186287,alert,4
partial_DP2,Q0090,0.13729441859646566,alert,7.701405250186287,alert,4
partial_DP2,Q0125,0.013238872075627291,ok,2.6670314858571063,ok,5
partial_DP2,Q0138,0.013238872075627291,ok,2.6670314858571063,ok,5
partial_DP2,Q0163,0.013238872075627291,ok,2.6670314858571063,ok,5
partial_DP2,Q0132,0.32251415256024707,alert,18.885326523435474,alert,1
