cfg,id,providers_jsd,providers_decision,Delta_norm,Delta_decision,n_frag,run_dir,run_csv_file,run_json_file,run_arg_queries,run_arg_embeddings,run_arg_indexes,run_arg_out,run_arg_topk,run_arg_n_test,run_arg_seed,run_arg_bootstrap_B,run_arg_p_threshold,run_arg_m,run_arg_sample_mode,run_arg_ks,run_arg_calib_sample,run_arg_max_search_k,run_arg_near_threshold_global,run_arg_N_calib,run_arg_p_for_dp,run_arg_partial_k_map,run_arg_no_data_action,run_arg_debug_ids,run_arg_report_topk_l1,run_arg_phi_boot_B,run_arg_degrade_p,run_tau_jsd,run_tau_delta,run_global_ref,run_n_calibration
baseline_sample,Q0130,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0072,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0136,0.3215428971658752,alert,20.93386827173593,alert,1,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0115,0.3108131263133846,alert,17.55933159235423,alert,1,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0065,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0178,6.586491868035738e-05,ok,3.57449676999904,ok,3,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0167,0.148578286457103,alert,10.52826940345075,alert,3,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0088,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0090,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0125,6.586491868035738e-05,ok,15619999999.999998,alert,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0138,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0163,0.0132388720756272,ok,2.6670314858571063,ok,5,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0132,0.322514152560247,alert,18.885326523435477,alert,1,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0086,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0152,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0144,0.148578286457103,alert,10.52826940345075,alert,3,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0150,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0168,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0114,0.3215428971658752,alert,20.93386827173593,alert,1,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0174,0.0107739747102919,ok,3.274922397376577,ok,5,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0118,6.586491868035738e-05,ok,15650000000.0,alert,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0166,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0176,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0061,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0081,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0165,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0104,0.0107739747102919,ok,3.274922397376577,ok,5,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0146,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0080,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0161,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0180,0.0107739747102919,ok,3.274922397376577,ok,5,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0171,6.586491868035738e-05,ok,15619999999.999998,alert,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0162,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0109,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0073,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0106,6.586491868035738e-05,ok,5509999999.999999,alert,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0105,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0094,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0066,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0119,0.0107739747102919,ok,3.274922397376577,ok,5,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0076,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0135,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0071,0.0132388720756272,ok,2.6670314858571063,ok,5,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0098,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0107,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0097,6.586491868035738e-05,ok,0.5876026151835669,ok,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
baseline_sample,Q0134,6.586491868035738e-05,ok,15619999999.999998,alert,6,testQ1_KS,testQ1_KS\structural_double_flat_20260227_205254.csv,testQ1_KS\structural_double_end2end_20260227_205254.json,queries.json,queries_with_embeddings.json,indexes/federated,testQ1_KS,2,120,42,5000,0.95,2,same,True,,300,,60,95,,ignore,,0.2,2000,0.25,0.015334024298848576,6.254819173643556,"[0.32861111111111113, 0.3441666666666666, 0.32722222222222225]",60
